"","V1","V2","V3","V4","V5","V6","V7"
"1",0.0997330639263963,0.0669595203473076,0.0666393603920602,0.0633391414761247,0.0736743984191061,0.0627858583750225,0.0854294740919984
"2",0.0918567880715756,0.0638967098026103,0.0601844731392568,0.0657014392052187,0.0780139847833177,0.0659156881894449,0.0731104336629874
"3",0.0883084471571792,0.0642893191913716,0.0623196277808679,0.0590362323690379,0.0690067987216441,0.0599402000415296,0.0777402427205126
"4",0.0850231476541013,0.0610778824075303,0.062930869553428,0.0549386369504509,0.0631150872566461,0.0699657828502923,0.0665050215788358
"5",0.0828243198554946,0.0612009626311693,0.062211839797511,0.0548412219193614,0.0632070139390594,0.0685075032968171,0.0666604302699074
"6",0.0866817902386589,0.0561615188965886,0.0586945666462337,0.0505231654808417,0.0617090607767462,0.0645578023981015,0.0568699186506448
"7",0.0838996968720929,0.0524502406111015,0.0596727891896329,0.0558949916100418,0.0683946074477609,0.0634431443124849,0.0662213638372596
"8",0.0828896093183509,0.0531786925554029,0.0596141076140475,0.0504344497266523,0.0610230900096486,0.0593572750566333,0.0617529610788792
"9",0.082635393684703,0.056022354009823,0.0581204008582418,0.0508376540146159,0.0600786648699107,0.0565784424364062,0.0642948843690881
"10",0.0811625493255842,0.0587933132144108,0.0584824380176146,0.05060138218764,0.0653661458814458,0.0575932062549874,0.0563559995206772
"11",0.0805652971750046,0.0598192066235748,0.055929539859957,0.0529347921938161,0.0599173589296112,0.0601212679581302,0.0576624123729506
"12",0.085215330761016,0.0546174317343825,0.0595598787221046,0.0475234815838574,0.0570699760338419,0.0604802876836297,0.058602685452879
"13",0.0843298605987968,0.0552614198981965,0.0572285404311346,0.049104064601034,0.0598056486434665,0.0597714518786578,0.0552062291193581
"14",0.0825941219730909,0.0540112185089771,0.0583390338901834,0.0511279793515984,0.0584095282933299,0.0550910423371358,0.0532016915629868
"15",0.0829042073850683,0.0530833507683922,0.0591474730482689,0.0491339194844058,0.0648110992331535,0.0561403706643366,0.0627879445634101
"16",0.085333460467218,0.0540673314614511,0.0585458378657977,0.0495372409873024,0.0616576403579185,0.0588839895674508,0.0605508290475632
"17",0.0794398280283162,0.0529771404804756,0.0577664666117762,0.0467472166709278,0.0653412519783529,0.0609928081610963,0.0578782238261591
"18",0.083784402713684,0.0546170403986333,0.0575979482006238,0.0509916333820468,0.0583742920052457,0.0555698333215208,0.0555038262323988
"19",0.0840823287015129,0.0557297116366106,0.056964952518172,0.049928690341991,0.0610151368775399,0.054546848981475,0.0586267165556086
"20",0.0837507159539281,0.0538489200289217,0.05688047921468,0.0506014708077352,0.0589963902016684,0.0589260226933817,0.0525204341262122
"21",0.08598168409181,0.0549579221251098,0.0593366441877199,0.0484538612790676,0.0611161438343029,0.0576034091822898,0.055243643772496
"22",0.0836211298011768,0.0559983117916015,0.0575603093483539,0.0497320971262548,0.0609841103381354,0.0560135470065637,0.0516446104998578
"23",0.0850365441200657,0.0522336946322698,0.0597529316430107,0.0490110232604221,0.0657562110143403,0.0538878507679051,0.05755724329411
"24",0.086466251403909,0.056354763916751,0.059966264070145,0.0503792305290106,0.0575597216605246,0.0564690894488935,0.0564408860446327
"25",0.0813758873971554,0.0577136264650615,0.0591343717314414,0.0494921608322929,0.0615755515807321,0.0600419642441725,0.0585749442959817
"26",0.0824862319841577,0.0558930630289052,0.0590894373276446,0.0473600494234187,0.0603848734596759,0.0574750149457861,0.0560391304367606
"27",0.0822900686202397,0.0526106218841111,0.058497817263162,0.0509769815255956,0.0587277500035626,0.0586130019484256,0.0521842087669897
"28",0.084890015623005,0.0555308948366558,0.05978463927262,0.0466794395309581,0.0604604072585658,0.0604457033769644,0.0560321863935219
"29",0.0828691805712473,0.0557741524046409,0.0612152059442455,0.049141058063537,0.0613372221458503,0.0585530895245853,0.0555558653965136
"30",0.0858304048472998,0.0528794078754579,0.0599627382754449,0.0503322071976168,0.0559606975876545,0.0588930629975084,0.0562644846639966
"31",0.0853623636724032,0.0553890943966589,0.0603765572335322,0.0506126368508564,0.0580330723920477,0.0580327932787919,0.0544752633397814
"32",0.0816675089695906,0.0568035207117521,0.0585657662178606,0.0498786436338448,0.0615772936473403,0.0530663981169044,0.0591318973439526
"33",0.0825572986729245,0.0566842546730744,0.0599957091469478,0.0491741420161391,0.0563117897672316,0.0608219783331449,0.0565313294946378
"34",0.0830487352765455,0.0564330439170689,0.0596181899354186,0.0496888997370805,0.0659301078895387,0.0525412184859882,0.0593250538227315
"35",0.0871971327882603,0.0553536838773874,0.0614132249534643,0.0493106828547434,0.0552905995053233,0.0525408154138712,0.0565544570031925
"36",0.0888815673334251,0.0595589150799819,0.0623937334798227,0.0485645134435031,0.0576361025492664,0.0577769233820727,0.0545749530273542
"37",0.0811174039600687,0.0545205055985466,0.0572909290078671,0.0496469894261509,0.0607234496714424,0.0576142840757023,0.0597508518009928
"38",0.0831269571820451,0.0546159194575458,0.0583974108599514,0.0477512056955647,0.0592268224919251,0.0569945587334046,0.0575429859038447
"39",0.0811064190351032,0.0528024140420996,0.0591711301541427,0.0505534737588917,0.0566151043015504,0.0580382487770908,0.053460032939631
"40",0.0850735792701659,0.0551558308458899,0.0593098766734112,0.0488084136537037,0.0612081352470853,0.0561265106418738,0.0576694289130016
"41",0.0840416281460087,0.0584405435087452,0.0594201059049383,0.0494229818125455,0.0607603889035427,0.0567411672753501,0.0572209349399745
"42",0.0855762851829941,0.0542114081142086,0.0628374362268504,0.0536778603247378,0.0633916372608331,0.0550762378705318,0.0538166000070481
"43",0.0828495272419286,0.0549168771466383,0.0606745713140613,0.0491096431993605,0.0565605212643579,0.0575714338378192,0.0565206382032839
